"sk_produk","nama_produk","sk_cabang","nama_cabang","bulan","tahun","total_terjual"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3422"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2777"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3325"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3330"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3120"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3406"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3394"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","2971"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3249"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","8","2008","3391"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3604"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","8","2008","3049"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","8","2008","2621"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3415"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","8","2008","3095"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3275"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3213"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3056"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","8","2008","3004"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3202"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","8","2008","3103"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","8","2008","3409"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","8","2008","3147"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","8","2008","3246"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","9","2008","2852"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2766"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","9","2008","3521"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2654"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2870"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2886"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3043"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2932"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3073"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2915"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2974"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3385"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2942"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3117"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3024"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3037"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3031"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2626"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2872"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2738"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3007"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3237"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3322"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3095"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2802"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2816"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2986"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3515"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2925"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2902"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2996"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3169"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3135"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3203"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3282"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2862"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","9","2008","3274"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3056"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","9","2008","3130"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3223"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3018"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2849"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3157"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3508"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3549"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","9","2008","3338"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2730"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","9","2008","3334"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","9","2008","2880"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3172"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","9","2008","3210"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","9","2008","3320"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3367"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","9","2008","2947"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","9","2008","3192"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2821"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","9","2008","3114"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","9","2008","3257"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3340"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","9","2008","2772"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3448"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3264"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3383"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3233"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2596"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3366"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","9","2008","2884"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2986"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","9","2008","3268"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","9","2008","2874"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3235"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","9","2008","3453"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","9","2008","3189"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3105"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","9","2008","3178"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","9","2008","3469"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3277"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","9","2008","3036"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3288"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3331"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2834"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3011"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2896"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2960"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3275"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2686"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3467"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3081"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2979"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3033"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2798"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3186"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2997"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","9","2008","3137"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3100"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","9","2008","3183"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3054"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2859"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3022"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","2859"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3104"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3047"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3147"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3041"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3089"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3406"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3304"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3410"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","9","2008","2949"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2912"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","9","2008","3043"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","9","2008","3051"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3123"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","9","2008","2773"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3098"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2903"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","2863"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","9","2008","3206"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","2947"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","9","2008","3167"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","9","2008","3259"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","9","2008","3293"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","9","2008","3118"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","10","2008","3505"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2895"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","10","2008","3121"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3282"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3502"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3424"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3561"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3150"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3294"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3127"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2747"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3191"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3403"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3232"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2783"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2874"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3471"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3328"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2919"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3364"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3185"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3298"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2745"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2934"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3376"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2837"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3205"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3295"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3222"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2936"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3123"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3085"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3160"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3031"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3405"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2991"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","10","2008","2837"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3085"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","10","2008","3738"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3358"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3347"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2915"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2815"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3280"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3056"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","10","2008","3258"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2912"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","10","2008","3139"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","10","2008","2800"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3025"
17,"air mineral 600 ml",65,"PHI Mini Market - Surabaya 01","10","2008","3180"
18,"jus kesehatan 600 ml",39,"PHI Mini Market - Makassar 01","10","2008","3556"
18,"jus kesehatan 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3379"
18,"jus kesehatan 600 ml",65,"PHI Mini Market - Surabaya 01","10","2008","3010"
19,"nasi goreng instant (1 ons)",39,"PHI Mini Market - Makassar 01","10","2008","3142"
19,"nasi goreng instant (1 ons)",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3243"
19,"nasi goreng instant (1 ons)",65,"PHI Mini Market - Surabaya 01","10","2008","3148"
20,"snack gurih 1 ons",39,"PHI Mini Market - Makassar 01","10","2008","3383"
20,"snack gurih 1 ons",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3032"
20,"snack gurih 1 ons",65,"PHI Mini Market - Surabaya 01","10","2008","2974"
21,"kacang goreng 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3005"
21,"kacang goreng 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3521"
21,"kacang goreng 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2967"
22,"kacang mete 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3400"
22,"kacang mete 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3203"
22,"kacang mete 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3232"
23,"markisa 600 ml",39,"PHI Mini Market - Makassar 01","10","2008","2955"
23,"markisa 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3230"
23,"markisa 600 ml",65,"PHI Mini Market - Surabaya 01","10","2008","3499"
24,"bumbu fried chicken",39,"PHI Mini Market - Makassar 01","10","2008","3010"
24,"bumbu fried chicken",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3033"
24,"bumbu fried chicken",65,"PHI Mini Market - Surabaya 01","10","2008","3536"
25,"susu kotak 1 l",39,"PHI Mini Market - Makassar 01","10","2008","3027"
25,"susu kotak 1 l",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3688"
25,"susu kotak 1 l",65,"PHI Mini Market - Surabaya 01","10","2008","3145"
26,"minuman probiotik",39,"PHI Mini Market - Makassar 01","10","2008","3009"
26,"minuman probiotik",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3066"
26,"minuman probiotik",65,"PHI Mini Market - Surabaya 01","10","2008","3094"
27,"jeruk 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3417"
27,"jeruk 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3181"
27,"jeruk 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2945"
28,"apel 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3408"
28,"apel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3244"
28,"apel 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3276"
29,"alpukat 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3212"
29,"alpukat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3029"
29,"alpukat 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3402"
30,"belimbing 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3131"
30,"belimbing 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3237"
30,"belimbing 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3149"
31,"durian 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2928"
31,"durian 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3117"
31,"durian 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3169"
32,"kelapa muda",39,"PHI Mini Market - Makassar 01","10","2008","2842"
32,"kelapa muda",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3141"
32,"kelapa muda",65,"PHI Mini Market - Surabaya 01","10","2008","3582"
33,"mangga 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3144"
33,"mangga 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3375"
33,"mangga 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3261"
34,"Manggis 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2780"
34,"Manggis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3248"
34,"Manggis 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","2960"
35,"nenas 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2820"
35,"nenas 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3338"
35,"nenas 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3158"
36,"nangka 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3465"
36,"nangka 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2986"
36,"nangka 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3062"
37,"pepaya 1 buah",39,"PHI Mini Market - Makassar 01","10","2008","3807"
37,"pepaya 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3055"
37,"pepaya 1 buah",65,"PHI Mini Market - Surabaya 01","10","2008","3534"
38,"pisang 1 sisir",39,"PHI Mini Market - Makassar 01","10","2008","3075"
38,"pisang 1 sisir",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3360"
38,"pisang 1 sisir",65,"PHI Mini Market - Surabaya 01","10","2008","3232"
39,"rambutan 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","2862"
39,"rambutan 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3522"
39,"rambutan 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3091"
40,"salak 1 kg",39,"PHI Mini Market - Makassar 01","10","2008","3043"
40,"salak 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","3164"
40,"salak 1 kg",65,"PHI Mini Market - Surabaya 01","10","2008","3126"
41,"semangka 1 buah",39,"PHI Mini Market - Makassar 01","10","2008","2783"
41,"semangka 1 buah",47,"PHI Mini Market - Jakarta Pusat 01","10","2008","2567"
41,"semangka 1 buah",65,"PHI Mini Market - Surabaya 01","10","2008","2985"
1,"bawang merah 1kg",39,"PHI Mini Market - Makassar 01","11","2008","2992"
1,"bawang merah 1kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2955"
1,"bawang merah 1kg",65,"PHI Mini Market - Surabaya 01","11","2008","2973"
2,"bawang putih 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2888"
2,"bawang putih 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3168"
2,"bawang putih 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3001"
3,"buncis 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3201"
3,"buncis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2761"
3,"buncis 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2835"
4,"kacang panjang 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3387"
4,"kacang panjang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3269"
4,"kacang panjang 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3086"
5,"kacang hijau 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3173"
5,"kacang hijau 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2859"
5,"kacang hijau 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2886"
6,"kentang 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2902"
6,"kentang 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3212"
6,"kentang 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3119"
7,"ketimun 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3015"
7,"ketimun 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3203"
7,"ketimun 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3114"
8,"kobis 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3478"
8,"kobis 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3191"
8,"kobis 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3141"
9,"tomat 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2382"
9,"tomat 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3273"
9,"tomat 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3111"
10,"ubi kayu basah 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2959"
10,"ubi kayu basah 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3051"
10,"ubi kayu basah 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2932"
11,"ubi jalar 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3205"
11,"ubi jalar 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3091"
11,"ubi jalar 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2443"
12,"wortel 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","3079"
12,"wortel 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3424"
12,"wortel 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","2837"
13,"susu kotak (800 ml)",39,"PHI Mini Market - Makassar 01","11","2008","3379"
13,"susu kotak (800 ml)",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3417"
13,"susu kotak (800 ml)",65,"PHI Mini Market - Surabaya 01","11","2008","3271"
14,"telur ayam ras 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2983"
14,"telur ayam ras 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2652"
14,"telur ayam ras 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3174"
15,"telur ayam kampung 1 kg",39,"PHI Mini Market - Makassar 01","11","2008","2670"
15,"telur ayam kampung 1 kg",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3118"
15,"telur ayam kampung 1 kg",65,"PHI Mini Market - Surabaya 01","11","2008","3056"
16,"mie instant 1 kotak (40 bungkus)",39,"PHI Mini Market - Makassar 01","11","2008","3392"
16,"mie instant 1 kotak (40 bungkus)",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","3370"
16,"mie instant 1 kotak (40 bungkus)",65,"PHI Mini Market - Surabaya 01","11","2008","3270"
17,"air mineral 600 ml",39,"PHI Mini Market - Makassar 01","11","2008","3102"
17,"air mineral 600 ml",47,"PHI Mini Market - Jakarta Pusat 01","11","2008","2718"
